cmpdname,isosmiles
"(4R,4aR,5aS,9Z,9aR,9bR)-4,4a,8-trihydroxy-9-[(2E,4E)-1-hydroxyhexa-2,4-dienylidene]-3,4,5a,7,9b-pentamethyl-9aH-dibenzofuran-1,6-dione",C/C=C/C=C/C(=C/1\\[C@@H]2[C@@]3(C(=O)C=C([C@@]([C@@]3(O[C@@]2(C(=O)C(=C1O)C)C)O)(C)O)C)C)/O
"3H-pyrrolo[2,3-c]quinoline",C1=CC=C2C(=C1)C3=C(C=N2)NC=C3
Xylariolide D,CCCC(C1=C(OC(=O)C=C1)C)O
Aqabamycin G,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CC(=C(C=C4)O)[N+](=O)[O-]
Aqabamycin A,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)O
Aqabamycin B,C1=CC(=CC=C1C2=C(C(=O)NC2=O)C3=CC(=C(C=C3)O)[N+](=O)[O-])O
Aqabamycin C,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC(=C(C=C3)O)[N+](=O)[O-]
Aqabamycin D,C1=CC(=C(C=C1C2=C(C(=O)NC2=O)C3=CC(=C(C=C3)O)[N+](=O)[O-])[N+](=O)[O-])O
2-(Hydroxymethyl)-3-[(Z)-3-hydroxy-1-propenyl]phenol,C1=CC(=C(C(=C1)O)CO)/C=C\\CO
"[(7S)-7-methyl-6,8-dioxo-3-[(E)-prop-1-enyl]isochromen-7-yl] 4-hydroxy-2-methoxy-6-methyl-benzoate",C/C=C/C1=CC2=CC(=O)[C@](C(=O)C2=CO1)(C)OC(=O)C3=C(C=C(C=C3C)O)OC
"(2E,4E,6E)-N-[(3S,6S,9S)-3,7-dimethyl-2,5,8-trioxo-6-propan-2-yl-1,4,7-triazacyclododec-9-yl]octa-2,4,6-trienamide",C/C=C/C=C/C=C/C(=O)N[C@H]1CCCNC(=O)[C@@H](NC(=O)[C@@H](N(C1=O)C)C(C)C)C
8-Hydroxy-4-methoxyquinoline-2-carboxylic acid,COC1=CC(=NC2=C1C=CC=C2O)C(=O)O
"(5R,6R)-6-amino-5-hydroxycyclohexa-1,3-diene-1-carboxylic acid",C1=C[C@H]([C@@H](C(=C1)C(=O)O)N)O
"3,5,7-trihydroxy-5-methoxy-1,8,8,9-tetramethyl-9H-phenaleno[1,2-b]furan-4,6-dione",CC1C(C2=C(O1)C3=C4C(=C(C=C3C)O)C(=O)C(C(=O)C4=C2O)(O)OC)(C)C
6-Epi-monanchorin,CCCCC[C@H]1[C@H]2CC[C@@H](O1)N=C(N2)N
Rhizobialide,CCCCCCC(=O)CCCCCCC[C@H]1CCC(=O)O1
"5'-O-geranyl-5,6-dihydrouridine",CC(=CCC/C(=C/COC[C@@H]1[C@H]([C@H]([C@@H](O1)N2CCC(=O)NC2=O)O)O)/C)C
"2,3,3a,4,9,9a-Hexahydro-3-octanoyl-6-(1-propenyl)-9a-methyl-8H-furo[3,2-g][2]benzopyran-2,9-dione",CCCCCCCC(=O)C1C2CC3=C(COC(=C3)/C=C/C)C(=O)C2(OC1=O)C
Aureusimine A,CC(C)C1=NC=C(NC1=O)CC2=CC=C(C=C2)O
Deflectin 2a,CCCCCCCC[C@H](C)C(=O)C1=C2C3=COC(=CC3=CC(=O)[C@@]2(OC1=O)C)C
Roseoflavine,CC1=CC2=C(C=C1N(C)C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
Auxarconjugatin B,COC1=CC(=O)OC(=C1)/C=C/C=C/C=C/C=C/C2=C(C=CN2)Cl
Nidurufin,C[C@]12CC[C@@H]([C@H](O1)C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O)O
"(E)-3-hydroxy-2,4-dimethylhept-4-enamide",CC/C=C(\\C)/C(C(C)C(=O)N)O
"5,6-Epoxy-pinolidoxin",CCCC1C(C(C2C(O2)CCC(C(=O)O1)OC(=O)/C=C/C=C/C)O)O
Butyrolactonei,CC(=CCC1=C(C=CC(=C1)C[C@]2(C(=C(C(=O)O2)O)C3=CC=C(C=C3)O)C(=O)OC)O)C
Agistatin D,CC[C@@H]1CC=C2[C@@]([C@@H]1O)(C(=O)C=CO2)O
"(7AS,10aR)-5-methoxy-3,4,7a,9,10,10a-hexahydro-1H,12H-furo[3',2':4,5]furo[2,3-h]pyrano[3,4-c]chromene-1,12-dione",COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4[C@H]5CCO[C@H]5OC4=C1
Berkedrimane B,CC(C)[C@@H](C(=O)O[C@H]1CCC([C@H]2[C@]1([C@]3(COC(=O)C3=CC2)O)C)(C)C)NC(=O)C
Campyrone C,CC(C)[C@@H](C1=CC(=CC(=O)O1)OC)NC(=O)C
Campyrone A,CC[C@H](C)[C@@H](C1=CC(=CC(=O)O1)OC)NC(=O)C
Pestalotiopyrone B,CC1=C(C=C(OC1=O)C(C)O)OC
Pestalotiopyrone E,CC(C1=CC(=CC(=O)O1)OC)C(C)O
(-)-Sphaeropsidone,COC1=CC(=O)[C@@H]2[C@H]([C@H]1O)O2
(-)-Episphaeropsidone,COC1=CC(=O)[C@@H]2[C@H]([C@@H]1O)O2
Marinoquinoline A,CC1=NC2=CC=CC=C2C3=C1NC=C3
Pleurocybellaziridin,CC1([C@H](N1)C(=O)O)C
Botryolide E,C[C@H](C[C@@H]([C@@H]1C=CC(=O)O1)O)OC(=O)C
Protubonine A,CC(C)C[C@H]1C(=O)N2[C@H](C[C@@]3([C@H]2N(C4=CC=CC=C43)C(=O)C)O)C(=O)N1
11-Epi-Chaetomugilin I,C/C=C(\\C)/C(=O)C[C@H]1C2=COC(=CC2=C(C(=O)[C@@]1(C)O)Cl)/C=C/[C@H](C)[C@@H](C)O
"(3R,4S)-4,5,8-Trihydroxy-3-methylisochroman-1-one",C[C@@H]1[C@H](C2=C(C=CC(=C2C(=O)O1)O)O)O
"1h-Isoindol-1-one,2,3-dihydro-4-hydroxy-5,6-dimethoxy-",COC1=C(C(=C2CNC(=O)C2=C1)O)OC
Deoxyneo-beta-hydroxyaspergillic acid,CC(C)CC1=NC=C(NC1=O)CC(C)(C)O
4-Chloro-2-(4-chloro-1H-pyrrol-3-yl)-3-nitrophenol,C1=CC(=C(C(=C1O)C2=CNC=C2Cl)[N+](=O)[O-])Cl
"2,4-Dichloro-1-hydroxy-3,6-dimethoxy-8-methyl-9H-xanthen-9-one",CC1=CC(=CC2=C1C(=O)C3=C(C(=C(C(=C3O2)Cl)OC)Cl)O)OC
"[1-[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2,4-dioxopyrimidin-5-yl]methyl formate",C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)COC=O
2-methylthio-N(6)-(cis-4-hydroxy-Delta(2)-isopentenyl)adenosine,C/C(=C/CNC1=C2C(=NC(=N1)SC)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)/CO
Canarione,CC1=CC(=O)C2=C(O1)C=C3C(=C2O)C(=CC(=O)C3=O)O
8-Hydroxy-3-methyl-9-oxo-9h-xanthene-1-carboxylic acid methyl ester,CC1=CC(=C2C(=C1)OC3=CC=CC(=C3C2=O)O)C(=O)OC
N-[2-(1-hydroxy-4-methylpentyl)]acetamide,CC(C)CC(CO)NC(=O)C
"(6RS,10SR)-6,10-dimethylbicyclo[4.4.0]dec-1-en-3-one",C[C@H]1CCC[C@]2(C1=CC(=O)CC2)C
"5,6-Dihydroxyphenazin-1(5H)-one",C1=CC2=C(C(=C1)O)N(C3=CC=CC(=O)C3=N2)O
2-Formyl-6-hydroxybenzoic acid,C1=CC(=C(C(=C1)O)C(=O)O)C=O
Lepistamide A,CC(C)C[C@@]1(C(=O)N[C@@](C(=O)N1)(CC2=CC=CC=C2)O)OC
Aspulvinone E,C1=CC(=CC=C1/C=C\\2/C(=C(C(=O)O2)C3=CC=C(C=C3)O)O)O
Erythorbic acid,C([C@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
Atpenin A4,C[C@@H](C[C@H](C)C(=O)C1=C(C(=C(NC1=O)OC)OC)O)[C@H](C)Cl
Bactobolin,C[C@@H](C(=O)N[C@@H]1[C@@H]2[C@H]([C@@H](CC(=C2C(=O)O[C@]1(C)C(Cl)Cl)O)O)O)N
Phomapyrone B,CCC(C)C(=O)CC1=CC(=C(C(=O)O1)C)O
Pinastric acid,COC1=CC=C(C=C1)C2=C(/C(=C(/C3=CC=CC=C3)\\C(=O)OC)/OC2=O)O
Bisnoryangonin,C1=CC(=CC=C1/C=C/C2=CC(=CC(=O)O2)O)O
Fuscin,CC1C2=C(C(=O)C3=C(C2=CC(=O)O1)CCC(O3)(C)C)O
Pulvinic acid,C1=CC=C(C=C1)C2=C(/C(=C(/C3=CC=CC=C3)\\C(=O)O)/OC2=O)O
Ravenic acid,C/C=C/C=C/C=C(\\C)/C=C/C(=C/1\\C(=O)CNC1=O)/O
L-Tenuazonic acid,CC[C@H](C)[C@H]1C(=C(C(=O)N1)C(=O)C)O
Pyridoxatin,C[C@H]1C[C@H]([C@@H]([C@H](C1)C=C)C2=C(C=CN(C2=O)O)O)C
Mutanocyclin,CC(C)C[C@@H]1C(=C(C(=O)N1)C(=O)C)O
4-Hydroxy-6-(3-methylbutyl)-2H-pyran-2-one,CC(C)CCC1=CC(=CC(=O)O1)O
"2(1H)-Pyridinone, 3-(5,6-dichloro-2,4-dimethyl-1-oxohexyl)-4-hydroxy-5,6-dimethoxy-",CC(CC(C)C(=O)C1=C(C(=C(NC1=O)OC)OC)O)C(CCl)Cl
Equisetin,C/C=C/[C@@H]1C=C[C@@H]2C[C@@H](CC[C@H]2[C@]1(C)/C(=C\\3/C(=O)[C@@H](N(C3=O)C)CO)/O)C
Puberulonic acid,C1=C2C(=C(C(=C(C1=O)O)O)O)C(=O)OC2=O
pulveraven B,COC(=O)[C@@H](C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)C3=C(/C(=C/C4=CC=CC=C4)/OC3=O)O
Hispidin,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=O)O2)O)O)O
"1H-2-Benzopyran-1-one, 3,4,4a,5,6,7-hexahydro-8-hydroxy-3-methyl-, (3R,4aS)-",C[C@@H]1C[C@@H]2CCCC(=C2C(=O)O1)O
4-Hydroxy-1-methyl-2-quinolone,CN1C2=CC=CC=C2C(=CC1=O)O
(+/-)-Vertinolide,C/C=C/C=C/C(=O)CCC1(C(=C(C(=O)O1)C)O)C
Magnesidin A anion,CCCCCCCC(=O)C1=C(/C(=C/C)/N(C1=O)C(=O)C)O
"4-Hydroxy-6-(3,5-dihydroxyphenyl)-2H-pyran-2-one",C1=C(C=C(C=C1O)O)C2=CC(=CC(=O)O2)O
Carlosic acid,CCCC(=O)C1=C([C@@H](OC1=O)CC(=O)O)O
4-Hydroxy-6-(2-oxopropyl)-2H-pyran-2-one,CC(=O)CC1=CC(=CC(=O)O1)O
"(3S,4R)-8-hydroxy-3,4,5-trimethyl-6-oxo-4,6-dihydro-3H-isochromene-7-carboxylic acid",C[C@H]1[C@@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C
"4-Hydroxy-3,6-dimethyl-2H-pyran-2-one",CC1=CC(=C(C(=O)O1)C)O
6-(Butan-2-yl)-4-hydroxy-3-methyl-2H-pyran-2-one,CCC(C)C1=CC(=C(C(=O)O1)C)O
Pannorin,CC1=CC2=CC(=CC(=C2C3=C1C(=CC(=O)O3)O)O)O
3-Ethyl-4-hydroxy-6-methyl-2H-pyran-2-one,CCC1=C(C=C(OC1=O)C)O
Pulveraven A,COC(=O)[C@@H](C1=CC=CC=C1)[C@H](C2=CC=CC=C2)C3=C(/C(=C/C4=CC=CC=C4)/OC3=O)O
Xanthofusin,CC1=C(/C(=C\\C(=O)C)/OC1=O)O
Phaeochromycin C,CCCC1=CC(=O)C2=C(C=CC=C2O1)CC3=CC(=CC(=O)O3)O
Agglomerin A,CCCCCCCCCC(=O)C1=C(C(=C)OC1=O)O
Tenellin,CCC(C)/C=C(\\C)/C=C/C(=O)C1=C(C(=CN(C1=O)O)C2=CC=C(C=C2)O)O
Ilicicolin H,C/C=C/[C@@H]1[C@H]2C[C@H](CC[C@@H]2C(=C[C@H]1C(=O)C3=C(C(=CNC3=O)C4=CC=C(C=C4)O)O)C)C
Germicidin,CCC1=C(C=C(OC1=O)C(C)CC)O
4-Hydroxy-6-methyl-3-(2-methylbutanoyl)-5-methylidenepyran-2-one,CCC(C)C(=O)C1=C(C(=C)C(OC1=O)C)O
"2-[2-(2,4-Dihydroxy-6-methylbenzoyl)-3-hydroxybenzyl]-6-hydroxy-4H-pyran-4-one",CC1=CC(=CC(=C1C(=O)C2=C(C=CC=C2O)CC3=CC(=CC(=O)O3)O)O)O
6-Hydroxyramulosin,C[C@@H]1C[C@@H]2C[C@H](CC(=C2C(=O)O1)O)O
Leprapinic acid,COC1=CC=CC=C1/C(=C\\2/C(=C(C(=O)O2)C3=CC=CC=C3)O)/C(=O)OC
Bassianin,CCC(C)/C=C(\\C)/C=C/C=C/C(=O)C1=C(C(=CN(C1=O)O)C2=CC=C(C=C2)O)O
2-(4-hexanoyl-3-hydroxy-5-oxo-2H-furan-2-yl)acetic acid,CCCCCC(=O)C1=C(C(OC1=O)CC(=O)O)O
Tirandamycin,C[C@H]1[C@H]2C(=O)[C@H]3[C@](O3)([C@](O2)(O[C@@H]1[C@H](C)/C=C(\\C)/C=C/C(=C\\4/C(=O)CNC4=O)/O)C)C
Marilactone,CCC1=CC(=C(C(=O)O1)C)O
"(2S)-N-[(3S,4R,4aR,6S)-3-(dichloromethyl)-6,8-dihydroxy-3-methyl-1-oxo-4a,5,6,7-tetrahydro-4H-isochromen-4-yl]-2-aminopropanamide",C[C@@H](C(=O)N[C@@H]1[C@@H]2C[C@@H](CC(=C2C(=O)O[C@]1(C)C(Cl)Cl)O)O)N
"2-[(5E)-2-Oxo-4-hydroxy-3-(4-methoxyphenyl)furan-5(2H)-ylidene]-2-(3,5-dichloro-4-methoxyphenyl)acetic acid methyl ester",COC1=CC=C(C=C1)C2=C(/C(=C(/C3=CC(=C(C(=C3)Cl)OC)Cl)\\C(=O)OC)/OC2=O)O
Glabramycin A,CC1CCCCC2=C(C=CC=C2O)/C(=C(/C=C/C=C/C=C/C(=O)O)\\O)/C(=O)O1
Iromycin A,CCCC1=C(NC(=O)C(=C1O)C)C/C=C(\\C)/C/C=C/C(C)C
Terrestrol L,C[C@H]1[C@H]([C@H](C=C(C1=O)Cl)O)O
Decarestrictine A1,C[C@@H]1C[C@H]2[C@H](O2)C=C[C@@H](CC(=O)O1)O
Agrocybyne D,C/C=C/C#CC#CC(=O)N
"2-Nonene-4,6,8-triyneoic acid",C#CC#CC#C/C=C/C(=O)O
Monaschromone,C[C@H]1CC2=CC(=C(C(=C2C(=O)O1)O)C)O
"(1H-Indol-3-yl)(9H-pyrido[3,4-b]indol-1-yl)methanone",C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C(=O)C4=CNC5=CC=CC=C54
"5,6-dihydro-4-methoxy-6-hydroxymethyl-2H-pyran-2-one",COC1=CC(=O)OC(C1)CO
"3-Hydroxy-4-methoxy-2,3-dihydropyran-6-one",COC1=CC(=O)OCC1O
9-Dehydroxyeurotinone,CC1=CC2=C(C(=C1)O)C(=O)OC3=C(C2)C=C(C=C3O)O
"(3S,6S,7R)-illudin S",CC1=C2[C@H]([C@](C=C2C(=O)[C@@](C13CC3)(C)O)(C)CO)O
Carolacton,C[C@@H]\\1CCC[C@@H]([C@H](OC(=O)[C@@H]([C@@H](/C=C1)O)O)/C(=C/[C@@H](C)C(=O)[C@H](C)[C@@H](CC(=O)O)OC)/C)C
Buibuilactone,CCCCCC/C=C\\[C@H]1CCC(=O)O1
Myrolactone B,CC1=C([C@@](OC1=O)(C)O)CO
Agrocybyne B,CCC/C=C/C#CC(=O)N
"(3S,4S)-3-hydroxytetradec-13-ene-1,3,4-tricarboxylic acid",C=CCCCCCCCC[C@H](C(=O)O)[C@@](CCC(=O)O)(C(=O)O)O
Fumigaclavine C,C[C@H]1CN([C@@H]2CC3=C(NC4=CC=CC(=C34)[C@H]2[C@H]1OC(=O)C)C(C)(C)C=C)C
Phenethyl 5-oxoprolinate,C1CC(=O)N[C@@H]1C(=O)OCCC2=CC=CC=C2
Geopyxin C,C[C@]1(CCC(=O)[C@@]2([C@@H]1C[C@@H]([C@]34[C@H]2CC[C@H](C3)C(=C)C4=O)O)C)C(=O)O
Geopyxin F,C[C@]1(CC[C@@H]([C@@]2([C@@H]1C[C@@H]([C@]34[C@H]2CC[C@H](C3)C(C4=O)CO)O)C)O)C(=O)O
Aflaquinolone F,C1=CC=C(C=C1)[C@]2([C@@H](C(=O)NC3=CC=CC=C32)O)O
Aflaquinolone G,C1=CC=C(C=C1)[C@]2([C@H](C(=O)NC3=CC=CC=C32)O)O
"(2S)-4beta-[4-Oxo-3(4H)-quinazolinyl]-3,4-dihydrospiro[furan-2(5H),3'-indoline]-2',5-dione",C1[C@H](C(=O)O[C@]12C3=CC=CC=C3NC2=O)N4C=NC5=CC=CC=C5C4=O
Hyaladione,CSC1=CC(=O)C(=C(C1=O)Cl)N
"Methyl 3-(3,5-dichloro-4-hydroxyphenyl)propanoate",COC(=O)CCC1=CC(=C(C(=C1)Cl)O)Cl
Proversilin A,C[C@@]1(CCC[C@]2([C@H]1CCC3=C2COC3=O)C)CO
N-(1-(Hydroxymethyl)-3-methylbutyl)-3-hydroxy-5-oxohexanamide,CC(C)CC(CO)NC(=O)CC(CC(=O)C)O
Tramesanguin,C1=CC(=C2C(=C1)OC3=CC(=O)C(=C(C3=N2)C=O)N)C(=O)O
Rhizonyl alcohol,CC1=CC(=C(C(=C1CO)O)C)OC
"(1R)-(3-acetophenyl)-1,2-ethanediol",CC(=O)C1=CC=CC(=C1)[C@H](CO)O
Pimprinol A,C[C@H](C1=NC=C(O1)C2=CNC3=CC=CC=C32)O
"2,8-Dihydroxy-9-oxo-9h-xanthene-6-carboxylic acid",C1=CC2=C(C=C1O)C(=O)C3=C(C=C(C=C3O2)C(=O)O)O
3-Acetyl-13-deoxyphomenone,C[C@H]1[C@@H](CCC2=CC(=O)[C@]3([C@@H]([C@]12C)O3)C(=C)C)OC(=O)C
3-(3-Chloro-4-hydroxyphenyl)propanoic acid,C1=CC(=C(C=C1CCC(=O)O)Cl)O
1-[2-(Furan-2-yl)-2-oxoethyl]pyrrolidin-2-one,C1CC(=O)N(C1)CC(=O)C2=CC=CO2
1-[2-(Furan-2-yl)-2-oxoethyl]piperidin-2-one,C1CCN(C(=O)C1)CC(=O)C2=CC=CO2
Cyclo(Ile-Leu),CCC(C)C1C(=O)NC(C(=O)N1)CC(C)C
N-carbamoyl-2-hydroxy-3-methoxybenzamide,COC1=CC=CC(=C1O)C(=O)NC(=O)N
"Pyrrolo(3',4':5,6)pyrido(1,2-a:3,4-b')diindole-6,8(5ah,7H)-dione, 10-chloro-8a,13-dihydro-5a,8a-dihydroxy-14-methoxy-7,13-dimethyl-, (5aR,8aS)-",CN1C2=C(C=C(C=C2)Cl)C3=C1C4=C(C5=CC=CC=C5N4[C@]6([C@@]3(C(=O)N(C6=O)C)O)O)OC
(3S)-3-Methyl-3-hydroxy-1H-indole-2(3H)-one,C[C@@]1(C2=CC=CC=C2NC1=O)O
4-Carboxyethyloxazole,C1=C(N=CO1)CCC(=O)O
Peniginseng B,C1=CC(=C(C=C1C(=O)NCCC(=O)O)O)O
Indothiazinone,C1=CC=C2C(=C1)C(=CN2)C(=O)C3=NC=CS3
2-Acetamido-3-hydroxybenzamide,CC(=O)NC1=C(C=CC=C1O)C(=O)N
(5S)-5-Benzoyltetrahydrofuran-2-one,C1CC(=O)O[C@@H]1C(=O)C2=CC=CC=C2
2-exo-Hydroxy-2-methyl-bornane,C[C@]12CC[C@@H](C1(C)C)C[C@]2(C)O
"Hexanamide, 3-hydroxy-N-[(3S)-tetrahydro-2-oxo-3-furanyl]-",CCCC(CC(=O)N[C@H]1CCOC1=O)O
"(4s,5s)-4,5-Dihydroxy-2-methylcyclohex-2-enone",CC1=C[C@@H]([C@H](CC1=O)O)O
"7-Hydroxy-5-hydroxymethyl-2h-benzo[1,4]thiazin-3-one",C1C(=O)NC2=C(C=C(C=C2S1)O)CO
"2,5-Dihydroxy-3-methanesulfinylbenzyl alcohol",CS(=O)C1=CC(=CC(=C1O)CO)O
Aspergillimide,C[C@@H]1CCN2[C@@]13C[C@H]4[C@@](C2)(C[C@]5(C4(C)C)CC(=O)N(C5=O)C)N(C3=O)C
2-Amino-4-formylaminooxy-but-3e-enoic acid,C(=C/ONC=O)\\[C@@H](C(=O)O)N
(R)-3-Hydroxybutyric acid polymerized,CC(CC=O)OC(=O)CC(C)OC(=O)CC(C)O
"4-Hydroxy-5-methoxy-17-methyl-12,16-dioxatetracyclo[8.7.0.03,8.011,15]heptadeca-1(10),3(8),4,6-tetraene-2,9,13-trione",CC1C2=C(C3C(O1)CC(=O)O3)C(=O)C4=C(C2=O)C(=C(C=C4)OC)O
3-Hexyl-5-methoxyphenol,CCCCCCC1=CC(=CC(=C1)OC)O
"3,8-Dihydroxy-1-methoxyanthracene-9,10-dione",COC1=CC(=CC2=C1C(=O)C3=C(C2=O)C=CC=C3O)O
"6-Hexanoyl-4,5,7,8-tetrahydroxynaphthalene-1,2-dione",CCCCCC(=O)C1=C(C2=C(C(=C1O)O)C(=O)C(=O)C=C2O)O
"2-(5-Methoxy-4-oxo-2-pent-1-enyl-2,3-dihydrochromen-7-yl)acetic acid",CCCC=CC1CC(=O)C2=C(O1)C=C(C=C2OC)CC(=O)O
Fusarubinoic acid,CC(=O)CC1=C(C(=C2C(=O)C=C(C(=O)C2=C1O)OC)O)C(=O)O
Albucidin,C1C(OC1N2C=NC3=C(N=CN=C32)N)CO
"1-(1-Hydroxyethyl)-4-isocyanocyclopent-4-ene-1,2,3-triol",CC(C1(C=C(C(C1O)O)[N+]#[C-])O)O
"6-Ethyl-5,7,8-trihydroxy-2-methoxy-3-methylnaphthalene-1,4-dione",CCC1=C(C2=C(C(=C1O)O)C(=O)C(=C(C2=O)C)OC)O
Hypostrepsilic acid,CC1=CC(=CC2=C1C3=C(O2)C=C(C(=C3C)C(=O)O)O)O
"3,8-Dihydroxy-9-(hydroxymethyl)-1,4,6-trimethyl-11-oxo-11H-dibenzo[b,e][1,4]dioxepine-7-carboxylic acid",CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3CO)O)C(=O)O)C)C)O
"(3S,6S)-3-[(2S)-Butan-2-YL]-6-methylpiperazine-2,5-dione",CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N1)C
4-Methoxy-3-(3-methylbut-3-en-1-yn-1-yl)phenol,CC(=C)C#CC1=C(C=CC(=C1)O)OC
"[(1S,2S)-2-Hexylcyclopropyl]acetic acid",CCCCCC[C@H]1C[C@H]1CC(=O)O
"2,3-Dihydroxypropyl phenylacetate",C1=CC=C(C=C1)CC(=O)OCC(CO)O
Methyl 4-{[(2R)-2-hydroxybut-3-yn-1-yl]oxy}benzoate,COC(=O)C1=CC=C(C=C1)OC[C@@H](C#C)O
"1-(3-Acetyl-4,5-dihydroxynaphthalen-2-yl)propan-2-one",CC(=O)CC1=C(C(=C2C(=C1)C=CC=C2O)O)C(=O)C
4-Methyl-2-(3-methylbut-2-en-1-yl)furan,CC1=COC(=C1)CC=C(C)C
"(2S,3S)-2-Hydroxy-N-[2-(1H-indol-3-yl)ethyl]-3-methylpentanamide",CC[C@H](C)[C@@H](C(=O)NCCC1=CNC2=CC=CC=C21)O
"1H-Indole-3-ethanol, 1-methoxy-",CON1C=C(C2=CC=CC=C21)CCO
4-Oxohomoanatoxin-A,CCC(=O)C1=CC(=O)C[C@@H]2CC[C@H]1N2
3-Ethyl-4-hydroxy-6-propyl-2H-pyran-2-one,CCCC1=CC(=C(C(=O)O1)CC)O
3-Ethyl-4-hydroxy-6-(2-methylpropyl)-2H-pyran-2-one,CCC1=C(C=C(OC1=O)CC(C)C)O
Karnamicin D3,CCC(C)(CCC1=NC(=CS1)C2=C(C(=C(C(=N2)C(=O)N)O)OC)OC)O
Monocerone,CC(=O)CC1CC2C(O1)C3=CC(=C(C(=C3C(=O)O2)O)OC)OC
Trisdechloronornidulin,CC=C(C)C1=CC(=C(C2=C1OC3=C(C(=CC(=C3)O)C)C(=O)O2)C)O
Deoxypatulinic acid,C1COC=C(C1=O)CC(=O)O
Ligustrone A,CC1=CC(=O)C2=C(O1)C3=C(C4=C(C=CC4=O)C=C3C=C2O)OC
Ligustrone B,CC1=CC(=O)C2=C(O1)C3=C(C4=C(CCC4=O)C=C3C=C2O)OC
Rancinamycin III,C1=C(C(C(C(C1O)O)O)O)C=O
Menegazziaic acid,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3C)O)C(=O)OC4O)O)OC
Trypethelon-methylether,CC1C(C2=C(O1)C3=C(C=C(C=C3C)OC)C(=O)C2=O)(C)C
"(1R,4R,5S,8S)-1,7-Dimethyl-4-(propan-2-yl)bicyclo[3.2.1]oct-6-ene-6,8-dicarboxylic acid",CC1=C([C@H]2[C@H](CC[C@@]1([C@H]2C(=O)O)C)C(C)C)C(=O)O
5-Epi-citreoviridin,C[C@@H]1[C@]([C@H]([C@@](O1)(C)/C=C(\\C)/C=C/C=C/C=C/C2=C(C(=CC(=O)O2)OC)C)O)(C)O
Cryptosporiopsin A,C[C@@H]1CCC(=O)CC/C=C/C(=O)CC2=C(C(=CC(=C2C(=O)O1)OC)O)Cl
"3beta-Methyl-7alpha,8-dihydroxy-3,4,4aalpha,5,6,7-hexahydro-1H-2-benzopyran-1-one",C[C@H]1C[C@H]2CC[C@@H](C(=C2C(=O)O1)O)O
"2-(2-Bromo-4,5-dihydroxyphenyl)acetic acid methyl ester",COC(=O)CC1=CC(=C(C=C1Br)O)O
Usenamine A,CC1=C(C(=C2C(=C1O)[C@@]3(C(=CC(=O)/C(=C(/C)\\N)/C3=O)O2)C)C(=O)C)O
Gageomacrolactin 1,C[C@@H]1CCC/C=C/C=C/[C@@H](C[C@H](C[C@H]2[C@H](O2)/C=C/[C@H](C/C=C/C=C\\C(=O)O1)O)O)O
Rancinamycin IB,CCCC(=O)OC1C(C(C(C=C1C=O)O)O)O
"7-Hydroxy-3,5-dimethyl-isochromen-1-one",CC1=CC(=CC2=C1C=C(OC2=O)C)O
"(1R)-(3-ethenylphenyl)-1,2-ethanediol",C=CC1=CC(=CC=C1)[C@H](CO)O
6-[(E)-1-Heptenyl]-2H-pyran-2-one,CCCCC/C=C/C1=CC=CC(=O)O1
6-[(E)-2-Pentenyl]-2H-pyran-2-one,CC/C=C/CC1=CC=CC(=O)O1
"(E)-8-Decene-4,6-diyne-1,2,10-triol",C(/C=C/C#CC#CCC(CO)O)O
"(6S,1S,2S)-hydroxypestalotin",CCC[C@@H]([C@@H]([C@@H]1CC(=CC(=O)O1)OC)O)O
trans-Zingiberenol,C[C@@H](CCC=C(C)C)[C@H]1CC[C@](C=C1)(C)O
Dendrodolide L,C[C@@H]1CCCC(=O)CCC[C@H](CC(=O)O1)O
2-[[(2S)-2-Hydroxy-1-oxopropyl]amino]benzoic acid,CC(C(=O)NC1=CC=CC=C1C(=O)O)O
